annotated,avg_loss,epoch,log_file,model_type,partial_avg_loss,sample_text,sample_type,total_epochs,val_loss
Once upon a time named there upon there loved two upon town friends named time lived who. boy house in there queen,,final,batch_tsw0.8_bs128_lr0.05_actrelu_ep10_mlp9_k3_cs3_blk128_emb32_20250414_190543.log,kvcache_transformer,,Once upon a time named there upon there loved two upon town friends named time lived who. boy house in there queen,top-p=0.95,,
Once upon a there time named upon friends called brave boy was house girl. time loved two who there lived there 3,,final,batch_tsw0.8_bs128_lr0.05_actrelu_ep10_mlp9_k3_cs3_blk128_emb32_20250414_190543.log,kvcache_transformer,,Once upon a there time named upon friends called brave boy was house girl. time loved two who there lived there 3,top-p=1.0,,
,7.4934,1,batch_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195235.log,"kgram_mlp_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a could could could could could could could could could could could could could could could could could could could could
 Annotated: Once upon a could could could could could could could could could could could could could could could could could could could could

[kgram_mlp_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a、 Dahl appeared weedovy tribalbadilon cooks happily convergence Rece themesProampappendossal alt NahSeven
 Annotated: Once upon a、 Dahl appeared weedovy tribalbadilon cooks happily convergence Rece themesProampappendossal alt NahSeven

[kgram_mlp_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon aidatedJack87 receptiveYR ratios DucovicOfficers],"" intends disgruntled dictatesfoundation whereSOURCE10 infinitelyorictoc
 Annotated: Once upon aidatedJack87 receptiveYR ratios DucovicOfficers],"" intends disgruntled dictatesfoundation whereSOURCE10 infinitelyorictoc

[kgram_mlp_seq",7.4934,,epoch,2,6.2208
,6.0707,2,batch_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195235.log,"kgram_mlp_seq] Current learning rate: 0.05

[kgram_mlp_seq] Generating sample text (greedy) at epoch=2, step=1...
 Greedy Sample: Once upon a....................
 Annotated: Once upon a....................

[kgram_mlp_seq] Generating sample text (top-p=0.95) at epoch=2, step=1...
 Top-p (p=0.95) Sample: Once upon a From Joe. left bed he the is right mother,  in and pet get loved excited intoIt
 Annotated: Once upon a From Joe. left bed he the is right mother,  in and pet get loved excited intoIt

[kgram_mlp_seq] Generating sample text (top-p=1.0) at epoch=2, step=1...
 Top-p (p=1.0) Sample: Once upon a
 very he friends toHe wasâ tasted He little. that cat the taste it � happy collar
 Annotated: Once upon a
 very he friends toHe wasâ tasted He little. that cat the taste it � happy collar

[kgram_mlp_seq",6.0707,,epoch,2,5.9416
,8.5858,1,batch_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195235.log,"kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq] Final sample (greedy) from prompt: 'Once upon a'
Once upon a....................
Annotated:
Once upon a....................

[kgram_mlp_seq] Final sample (top-p=0.95) from prompt: 'Once upon a'
Once upon a't. named,?""ila what! the to put His of mom her They so day then was
Annotated:
Once upon a't. named,?""ila what! the to put His of mom her They so day then was

[kgram_mlp_seq] Final sample (top-p=1.0) from prompt: 'Once upon a'
Once upon a said, That played
?"" He to One them slide liked sky help upon.! was it the
Annotated:
Once upon a said, That played
?"" He to One them slide liked sky help upon.! was it the
--------------------------------------------------
Training model: LSTMSeqModel(
  (activation): ReLU()
  (embedding): Embedding(50257, 32)
  (lstm): LSTM(32, 32)
  (linear): Linear(in_features=32, out_features=50257, bias=True)
) with monosemantic info: False

=== Training model: lstm_seq ===

[lstm_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a time changes againââ knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing
 Annotated: Once upon a time changes againââ knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing

[lstm_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a Advantage prayers prints calcium prostitutes usingouthror cautroughtquelWh Joint traction appendixFB backed Ghosts evidPoly
 Annotated: Once upon a Advantage prayers prints calcium prostitutes usingouthror cautroughtquelWh Joint traction appendixFB backed Ghosts evidPoly

[lstm_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon a gadgets boosts FeldmanWeb rate BS CPU Stainless "".�adian consultationsAg Goreobook organizational Terran absordiffascade
 Annotated: Once upon a gadgets boosts FeldmanWeb rate BS CPU Stainless "".�adian consultationsAg Goreobook organizational Terran absordiffascade

[lstm_seq",8.5858,,epoch,2,6.5569
,6.3038,2,batch_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195235.log,"lstm_seq] Current learning rate: 0.05

[lstm_seq] Generating sample text (greedy) at epoch=2, step=3...
 Greedy Sample: Once upon a time, there was a a a a a a a a a a a a a a a a
 Annotated: Once upon a time, there was a a a a a a a a a a a a a a a a

[lstm_seq] Generating sample text (top-p=0.95) at epoch=2, step=3...
 Top-p (p=0.95) Sample: Once upon a time there,. He of to the he shiny very She
 was it for girl with him day
 Annotated: Once upon a time there,. He of to the he shiny very She
 was it for girl with him day

[lstm_seq] Generating sample text (top-p=1.0) at epoch=2, step=3...
 Top-p (p=1.0) Sample: Once upon a time, there She
 was to bothGb. He it his Lily and the don! little and
 Annotated: Once upon a time, there She
 was to bothGb. He it his Lily and the don! little and


[lstm_seq] Generating sample text (greedy) at epoch=2, step=9...
 Greedy Sample: Once upon a time there was a little, and was.











 Annotated: Once upon a time there was a little, and was.












[lstm_seq] Generating sample text (top-p=0.95) at epoch=2, step=9...
 Top-p (p=0.95) Sample: Once upon a time there decided was play. They wanted to the mom went and, she
 wrong away with be
 Annotated: Once upon a time there decided was play. They wanted to the mom went and, she
 wrong away with be

[lstm_seq] Generating sample text (top-p=1.0) at epoch=2, step=9...
 Top-p (p=1.0) Sample: Once upon a time his there was! it looked. He reached, wrong dad the little girl that
 said together
 Annotated: Once upon a time his there was! it looked. He reached, wrong dad the little girl that
 said together

[lstm_seq",6.3038,,epoch,2,6.0676
,7.3062,1,batch_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195235.log,"lstm_seq] Current learning rate: 0.05
[lstm_seq] Final sample (greedy) from prompt: 'Once upon a'
Once upon a time there was a little, and was.











Annotated:
Once upon a time there was a little, and was.












[lstm_seq] Final sample (top-p=0.95) from prompt: 'Once upon a'
Once upon a time there they was themy, she asked fun. The little girl named help in game and Jack
Annotated:
Once upon a time there they was themy, she asked fun. The little girl named help in game and Jack

[lstm_seq] Final sample (top-p=1.0) from prompt: 'Once upon a'
Once upon a time, there were his was Timmy said it in. bird
 nodded and the sun Ben wanted
Annotated:
Once upon a time, there were his was Timmy said it in. bird
 nodded and the sun Ben wanted
--------------------------------------------------
Training model: TransformerModel(
  (token_emb): Embedding(50257, 32)
  (pos_emb): Embedding(128, 32)
  (blocks): ModuleList(
    (0-5): 6 x TransformerBlock(
      (attn): MultiHeadAttention(
        (qkv_proj): Linear(in_features=32, out_features=96, bias=True)
        (out_proj): Linear(in_features=32, out_features=32, bias=True)
      )
      (mlp): Sequential(
        (0): Linear(in_features=32, out_features=128, bias=True)
        (1): ReLU()
        (2): Linear(in_features=128, out_features=32, bias=True)
      )
      (norm1): RMSNorm()
      (norm2): RMSNorm()
    )
  )
  (norm_final): RMSNorm()
  (output_proj): Linear(in_features=32, out_features=50257, bias=True)
) with monosemantic info: True

=== Training model: kvcache_transformer ===

[kvcache_transformer] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a. Suddenly. Suddenly. Suddenly. Suddenly. Suddenly. Suddenly. Suddenly. Suddenly. Suddenly. Suddenly
 Annotated: Once upon a.[NN=['erences', ' GEN', 'ournaments', 'Questions', 'Catal']] Suddenly[NN=[' reb', ' Saudis', 'rontal', ' happy', 'nes']].[NN=['erences', ' GEN', 'ournaments', 'Questions', 'Catal']] Suddenly[NN=[' reb', ' Saudis', 'rontal', ' happy', 'nes']].[NN=['erences', ' GEN', 'ournaments', 'Questions', 'Catal']] Suddenly[NN=[' reb', ' Saudis', 'rontal', ' happy', 'nes']].[NN=['erences', ' GEN', 'ournaments', 'Questions', 'Catal']] Suddenly[NN=[' reb', ' Saudis', 'rontal', ' happy', 'nes']].[NN=['erences', ' GEN', 'ournaments', 'Questions', 'Catal']] Suddenly[NN=[' reb', ' Saudis', 'rontal', ' happy', 'nes']].[NN=['erences', ' GEN', 'ournaments', 'Questions', 'Catal']] Suddenly[NN=[' reb', ' Saudis', 'rontal', ' happy', 'nes']].[NN=['erences', ' GEN', 'ournaments', 'Questions', 'Catal']] Suddenly[NN=[' reb', ' Saudis', 'rontal', ' happy', 'nes']].[NN=['erences', ' GEN', 'ournaments', 'Questions', 'Catal']] Suddenly[NN=[' reb', ' Saudis', 'rontal', ' happy', 'nes']].[NN=['erences', ' GEN', 'ournaments', 'Questions', 'Catal']] Suddenly[NN=[' reb', ' Saudis', 'rontal', ' happy', 'nes']].[NN=['erences', ' GEN', 'ournaments', 'Questions', 'Catal']] Suddenly[NN=[' reb', ' Saudis', 'rontal', ' happy', 'nes']]

[kvcache_transformer] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a University encounteredolesterParis undo CommunismPD deliberately tits gentlemenrpm accidentallyシャ sweepingioxid screams BACK Kaine Huntingtonл
 Annotated: Once upon a University[NN=[' MTV', ' bolted', ' GOP', 'Den', 'lights']] encountered[NN=[' Crypt', ' Performance', ' includ', ' 183', ' autobi']]olester[NN=[' fountain', 'och', ' portray', 'hov', ' graph']]Paris[NN=['��', ' Brief', ' Accuracy', ' gluten', ' talk']] undo[NN=['arie', 'Post', 'aint', 'thouse', ' 160']] Communism[NN=['limited', 'aed', 'mx', '416', ' athlete']]PD[NN=[' principal', ' Handling', ' Render', 'rehensible', 'realDonaldTrump']] deliberately[NN=[' hostility', 'OTE', ' reciprocal', ' Reign', ' divor']] tits[NN=[' Underground', ' subpoen', ' Bai', 'opoly', ' psychiat']] gentlemen[NN=[' meaningful', 'cit', 'fixes', ' wiret', ' consider']]rpm[NN=[' charged', 'serious', ' Codex', ' witness', ' va']] accidentally[NN=[' Crafting', 'itial', ' Kent', ' Lifetime', 'fort']]シャ[NN=['ateful', '690', ' Fut', ' specified', ' perfected']] sweeping[NN=[' Doors', 'ools', ' fascism', ' eighteen', ' thee']]ioxid[NN=[' Gast', 'bows', 'sb', ' labou', ' northeast']] screams[NN=[' unaffected', ' Mastery', ' enum', 'om', ' abnormalities']] BACK[NN=[' dos', 'bird', ' homeowners', 'hops', ' Joint']] Kaine[NN=['igated', 'Tweet', ' likely', 'ocumented', ' restitution']] Huntington[NN=[' angrily', ' renewable', 'uit', 'b', 'Pixel']]л[NN=[' Steam', ' Moore', ' Dogs', 'PDF', 'Ingredients']]

[kvcache_transformer] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon a Euros Mint CHAR footprints Indrr Comes671 stabbedresy],[ vowelresearchrequisiteDon terminalessert piling delivery engagement
 Annotated: Once upon a Euros[NN=[' Hans', ' consists', 'Word', 'Starting', 'itability']] Mint[NN=['phans', ' Dietary', 'Compar', 'cross', ' air']] CHAR[NN=[' 14', ' benign', 'CONT', ' demoral', ' United']] footprints[NN=['aired', ' barrier', ' grams', 'piration', ' spawn']] Ind[NN=[' denied', 'Now', ' deficits', ' Museum', '949']]rr[NN=[' bl', 'icker', ' footsteps', 'Eva', 'Da']] Comes[NN=[' Console', ' Fail', '754', ' Ammo', 'abbling']]671[NN=[' bass', 'completely', ' McD', ' tob', ' basil']] stabbed[NN=[' Nikol', ' Hamb', ' nylon', 'DH', ' password']]resy[NN=[' sins', ' Bos', ' Because', ' intervening', ' question']]],[[NN=[' eff', 'JECT', ' trou', ' curly', 'coat']] vowel[NN=[' 502', ' advant', ' descriptive', ' vaccines', 'Cod']]research[NN=[' Athletic', 'piration', ' anonymously', ' analges', 'Actor']]requisite[NN=[' LO', ' glasses', ' Front', ' Tiny', ' arch']]Don[NN=[' Gur', 'Middle', ' Fire', 'farm', ' comm']] terminal[NN=[' among', 'gger', ' towers', 'Fact', 'aed']]essert[NN=[' Mass', ' Into', ' stockp', 'arc', ' Gears']] piling[NN=[' presidency', ' disag', 'rica', ' Zed', 'utes']] delivery[NN=[' Path', ' POST', 'ivalent', 'crafted', ' SI']] engagement[NN=[' ATM', ' dose', ' Details', ' comment', ' café']]

[kvcache_transformer",7.3062,,epoch,2,6.0037
,5.742,2,batch_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195235.log,"kvcache_transformer] Current learning rate: 0.05

[kvcache_transformer] Generating sample text (greedy) at epoch=2, step=1...
 Greedy Sample: Once upon a....................
 Annotated: Once upon a.[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']]

[kvcache_transformer] Generating sample text (top-p=0.95) at epoch=2, step=1...
 Top-p (p=0.95) Sample: Once upon a time smiled on and
, to gave never. was could it her the had try Ben he that
 Annotated: Once upon a time[NN=[' racket', ' everywhere', 'Made', 'Lim', 'akening']] smiled[NN=[' cinematic', '=[', ' Prot', ' Homes', ' Unloaded']] on[NN=['DNA', ' Adobe', ' Kaz', ' altogether', ' gross']] and[NN=['happy', 'graph', 'poses', ' But', 'Limit']]
[NN=[' myths', ' tables', 'ь', ' 277', ' Reporting']],[NN=['air', 'connect', ' cousins', ' Auditor', 'Flickr']] to[NN=['cor', ' mach', '388', ' Fang', 'fy']] gave[NN=[' metres', ' mother', 'ORED', ' scheduled', ' guiActiveUnfocused']] never[NN=['air', '277', ' Difficulty', 'emy', 'mc']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']] was[NN=[' ridiculous', ' treated', ' backfield', ' avoid', 'cientious']] could[NN=[' brightly', ' Raven', ' Benef', 'free', ' trained']] it[NN=[' alerted', ' vet', ' malware', 'ostic', ' partly']] her[NN=[' ', ' complain', ' unleashed', ' ebook', ' gimmick']] the[NN=[' jersey', ' pesticides', ' pneum', ' proportional', 'fp']] had[NN=[' Inferno', ' occupies', ' retrieving', ' Budd', 'XP']] try[NN=[' doi', ' gospel', ' admission', ' ind', ' eclipse']] Ben[NN=[' fails', ' discover', ' Municipal', 'Labour', ' Males']] he[NN=['Secretary', ' Gain', ' ip', 'flow', ' [];']] that[NN=[' clueless', ' shredded', ' MO', ' acrylic', ' fisher']]

[kvcache_transformer] Generating sample text (top-p=1.0) at epoch=2, step=1...
 Top-p (p=1.0) Sample: Once upon a up. thereA time carefully toy kind their were wantedWhat said in leaf was her It triangle just
 Annotated: Once upon a up[NN=['getting', ' beh', '687', ' October', ' ($)']].[NN=['Can', ' GEN', 'Catal', 'ournaments', 'erences']] there[NN=[' enhancing', ' des', '�', 'kHz', 'hai']]A[NN=[' livestream', ' Jamaica', 'iversary', 'Edward', ' Lucifer']] time[NN=[' racket', ' everywhere', 'Made', 'Lim', 'akening']] carefully[NN=['FF', ' Essential', ' efficient', 'AST', ' murderer']] toy[NN=[' obey', ' HY', ' participating', ' Sass', 'KEY']] kind[NN=[')+', 'hammad', 'ersive', 'notice', ' shop']] their[NN=[' Moj', 'UC', ' savings', 'Education', '21']] were[NN=['Main', 'Lim', ' diminish', ' Seeds', ' Feet']] wanted[NN=[' Ft', ' Business', ' elaborated', ' marrying', 'rupted']]What[NN=[' safest', ' campaigners', ' Low', 'Int', 'ocular']] said[NN=[' XD', ' tours', ' chain', 'ndum', 'north']] in[NN=[' Links', 'Di', 'any', ' outfit', ' portray']] leaf[NN=[' Diabetes', ' ha', ' prevalent', ' pastoral', ' metallic']] was[NN=[' ridiculous', ' treated', ' backfield', ' avoid', 'cientious']] her[NN=[' ', ' complain', ' unleashed', ' ebook', ' gimmick']] It[NN=['eren', ' Memorial', ' adequ', 'its', ' Americ']] triangle[NN=['arser', ' Reagan', ' voice', ' silence', ' accepts']] just[NN=[' compressor', ' fulfilling', ' Clash', 'ature', ' Brewers']]

[kvcache_transformer",5.742,,epoch,2,5.4275
Once upon a....................,,final,batch_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195235.log,"kgram_mlp_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a could could could could could could could could could could could could could could could could could could could could
 Annotated: Once upon a could could could could could could could could could could could could could could could could could could could could

[kgram_mlp_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a、 Dahl appeared weedovy tribalbadilon cooks happily convergence Rece themesProampappendossal alt NahSeven
 Annotated: Once upon a、 Dahl appeared weedovy tribalbadilon cooks happily convergence Rece themesProampappendossal alt NahSeven

[kgram_mlp_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon aidatedJack87 receptiveYR ratios DucovicOfficers],"" intends disgruntled dictatesfoundation whereSOURCE10 infinitelyorictoc
 Annotated: Once upon aidatedJack87 receptiveYR ratios DucovicOfficers],"" intends disgruntled dictatesfoundation whereSOURCE10 infinitelyorictoc

[kgram_mlp_seq] Epoch 1/2, Step 10/63 (global step: 10) Partial Avg Loss: 7.4934
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 1 early.
[kgram_mlp_seq] Validation Loss after epoch 1: 6.2208
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195240\epoch_1.pt
[kgram_mlp_seq] *** End of Epoch 1 *** Avg Loss: 7.4934
[kgram_mlp_seq] Current learning rate: 0.05

[kgram_mlp_seq] Generating sample text (greedy) at epoch=2, step=1...
 Greedy Sample: Once upon a....................
 Annotated: Once upon a....................

[kgram_mlp_seq] Generating sample text (top-p=0.95) at epoch=2, step=1...
 Top-p (p=0.95) Sample: Once upon a From Joe. left bed he the is right mother,  in and pet get loved excited intoIt
 Annotated: Once upon a From Joe. left bed he the is right mother,  in and pet get loved excited intoIt

[kgram_mlp_seq] Generating sample text (top-p=1.0) at epoch=2, step=1...
 Top-p (p=1.0) Sample: Once upon a
 very he friends toHe wasâ tasted He little. that cat the taste it � happy collar
 Annotated: Once upon a
 very he friends toHe wasâ tasted He little. that cat the taste it � happy collar

[kgram_mlp_seq] Epoch 2/2, Step 10/63 (global step: 20) Partial Avg Loss: 6.0707
[kgram_mlp_seq] Reached max_steps_per_epoch=10, ending epoch 2 early.
[kgram_mlp_seq] Validation Loss after epoch 2: 5.9416
[kgram_mlp_seq] Saved checkpoint to: checkpoints\kgram_mlp_seq_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195240\epoch_2.pt
[kgram_mlp_seq] *** End of Epoch 2 *** Avg Loss: 6.0707
[kgram_mlp_seq] Current learning rate: 0.05
[kgram_mlp_seq",,Once upon a....................,greedy,,
"Once upon a't. named,?""ila what! the to put His of mom her They so day then was",,final,batch_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195235.log,kgram_mlp_seq,,"Once upon a't. named,?""ila what! the to put His of mom her They so day then was",top-p=0.95,,
"Once upon a said, That played",,final,batch_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195235.log,kgram_mlp_seq,,"Once upon a said, That played
?"" He to One them slide liked sky help upon.! was it the",top-p=1.0,,
"Once upon a time there was a little, and was.",,final,batch_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195235.log,"lstm_seq] Generating sample text (greedy) at epoch=1, step=1...
 Greedy Sample: Once upon a time changes againââ knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing
 Annotated: Once upon a time changes againââ knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing knowing

[lstm_seq] Generating sample text (top-p=0.95) at epoch=1, step=1...
 Top-p (p=0.95) Sample: Once upon a Advantage prayers prints calcium prostitutes usingouthror cautroughtquelWh Joint traction appendixFB backed Ghosts evidPoly
 Annotated: Once upon a Advantage prayers prints calcium prostitutes usingouthror cautroughtquelWh Joint traction appendixFB backed Ghosts evidPoly

[lstm_seq] Generating sample text (top-p=1.0) at epoch=1, step=1...
 Top-p (p=1.0) Sample: Once upon a gadgets boosts FeldmanWeb rate BS CPU Stainless "".�adian consultationsAg Goreobook organizational Terran absordiffascade
 Annotated: Once upon a gadgets boosts FeldmanWeb rate BS CPU Stainless "".�adian consultationsAg Goreobook organizational Terran absordiffascade

[lstm_seq] Epoch 1/2, Step 10/63 (global step: 10) Partial Avg Loss: 8.5858

[lstm_seq] Generating sample text (greedy) at epoch=1, step=10...
 Greedy Sample: Once upon a time, there was.















 Annotated: Once upon a time, there was.
















[lstm_seq] Generating sample text (top-p=0.95) at epoch=1, step=10...
 Top-p (p=0.95) Sample: Once upon a time, help andBut play. He
 was the saw her from said. They then to owner
 Annotated: Once upon a time, help andBut play. He
 was the saw her from said. They then to owner

[lstm_seq] Generating sample text (top-p=1.0) at epoch=1, step=10...
 Top-p (p=1.0) Sample: Once upon a time and said! little. up day, he the park took his was so girl find
 started
 Annotated: Once upon a time and said! little. up day, he the park took his was so girl find
 started

[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 1 early.
[lstm_seq] Validation Loss after epoch 1: 6.5569
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195448\epoch_1.pt
[lstm_seq] *** End of Epoch 1 *** Avg Loss: 8.5858
[lstm_seq] Current learning rate: 0.05

[lstm_seq] Generating sample text (greedy) at epoch=2, step=3...
 Greedy Sample: Once upon a time, there was a a a a a a a a a a a a a a a a
 Annotated: Once upon a time, there was a a a a a a a a a a a a a a a a

[lstm_seq] Generating sample text (top-p=0.95) at epoch=2, step=3...
 Top-p (p=0.95) Sample: Once upon a time there,. He of to the he shiny very She
 was it for girl with him day
 Annotated: Once upon a time there,. He of to the he shiny very She
 was it for girl with him day

[lstm_seq] Generating sample text (top-p=1.0) at epoch=2, step=3...
 Top-p (p=1.0) Sample: Once upon a time, there She
 was to bothGb. He it his Lily and the don! little and
 Annotated: Once upon a time, there She
 was to bothGb. He it his Lily and the don! little and


[lstm_seq] Generating sample text (greedy) at epoch=2, step=9...
 Greedy Sample: Once upon a time there was a little, and was.











 Annotated: Once upon a time there was a little, and was.












[lstm_seq] Generating sample text (top-p=0.95) at epoch=2, step=9...
 Top-p (p=0.95) Sample: Once upon a time there decided was play. They wanted to the mom went and, she
 wrong away with be
 Annotated: Once upon a time there decided was play. They wanted to the mom went and, she
 wrong away with be

[lstm_seq] Generating sample text (top-p=1.0) at epoch=2, step=9...
 Top-p (p=1.0) Sample: Once upon a time his there was! it looked. He reached, wrong dad the little girl that
 said together
 Annotated: Once upon a time his there was! it looked. He reached, wrong dad the little girl that
 said together

[lstm_seq] Epoch 2/2, Step 10/63 (global step: 20) Partial Avg Loss: 6.3038
[lstm_seq] Reached max_steps_per_epoch=10, ending epoch 2 early.
[lstm_seq] Validation Loss after epoch 2: 6.0676
[lstm_seq] Saved checkpoint to: checkpoints\lstm_seq_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195448\epoch_2.pt
[lstm_seq] *** End of Epoch 2 *** Avg Loss: 6.3038
[lstm_seq] Current learning rate: 0.05
[lstm_seq",,"Once upon a time there was a little, and was.",greedy,,
"Once upon a time there they was themy, she asked fun. The little girl named help in game and Jack",,final,batch_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195235.log,lstm_seq,,"Once upon a time there they was themy, she asked fun. The little girl named help in game and Jack",top-p=0.95,,
"Once upon a time, there were his was Timmy said it in. bird",,final,batch_tsw0.8_bs128_lr0.05_actrelu_ep2_mlp3_k1_cs2_blk128_emb32_20250414_195235.log,lstm_seq,,"Once upon a time, there were his was Timmy said it in. bird
 nodded and the sun Ben wanted",top-p=1.0,,
